0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,0.000000000,-0.000000000 
0.000000000,-0.000000000,-0.000000000 
0.000008170,0.000032273,0.000094802 
0.000124330,0.000242383,0.000348103 
0.000598198,0.000766929,0.000716912 
0.001795397,0.001701905,0.001162969 
0.004159172,0.003107319,0.001652529 
0.008176631,0.005011607,0.002156156 
0.014349291,0.007415831,0.002648511 
0.023167719,0.010297680,0.003108141 
0.035090066,0.013615242,0.003517271 
0.050524270,0.017310583,0.003861591 
0.069813730,0.021313104,0.004130051 
0.093226242,0.025542698,0.004314645 
0.120945967,0.029912687,0.004410204 
0.153068255,0.034332553,0.004414185 
0.189597078,0.038710465,0.004326464 
0.230444887,0.042955584,0.004149119 
0.275434678,0.046980168,0.003886227 
0.324304050,0.050701459,0.003543650 
0.376711046,0.054043371,0.003128827 
0.432241577,0.056937952,0.002650560 
0.490418207,0.059326652,0.002118809 
0.550710094,0.061161369,0.001544479 
0.612543880,0.062405291,0.000939210 
0.675315310,0.063033528,0.000315168 
0.738401384,0.063033528,-0.000315168 
0.801172814,0.062405291,-0.000939210 
0.863006600,0.061161369,-0.001544479 
0.923298487,0.059326652,-0.002118809 
0.981475117,0.056937952,-0.002650560 
1.037005648,0.054043371,-0.003128827 
1.089412644,0.050701459,-0.003543650 
1.138282016,0.046980168,-0.003886227 
1.183271807,0.042955584,-0.004149119 
1.224119617,0.038710465,-0.004326464 
1.260648439,0.034332553,-0.004414185 
1.292770727,0.029912687,-0.004410204 
1.320490452,0.025542698,-0.004314645 
1.343902964,0.021313104,-0.004130051 
1.363192424,0.017310583,-0.003861591 
1.378626628,0.013615242,-0.003517271 
1.390548975,0.010297680,-0.003108141 
1.399367403,0.007415831,-0.002648511 
1.405540063,0.005011607,-0.002156156 
1.409557522,0.003107319,-0.001652529 
1.411921297,0.001701905,-0.001162969 
1.413118496,0.000766929,-0.000716912 
1.413592364,0.000242383,-0.000348103 
1.413708524,0.000032273,-0.000094802 
1.413716694,0.000000000,-0.000000000 
1.413716694,0.000000000,0.000000000 
1.413716694,0.000000000,0.000000000 
1.413716694,0.000000000,0.000000000 
1.413716694,0.000000000,-0.000000000 
