t x y z qx qy qz qw rx_deg ry_deg rz_deg
255.000000 -0.445772190 3.746776880 1.645323040 0.075673826 0.018304534 -0.002363931 0.996961772 8.679307520 2.112149754 -0.111410030 
256.000000 -0.429340750 3.760578930 1.664228290 0.075087033 0.018951671 -0.001397117 0.996995926 8.614069839 2.177723021 0.003452248 
257.000000 -0.324420260 3.797338010 1.696661710 0.076334380 0.015399297 -0.001885224 0.996961594 8.755597653 1.776042684 -0.080711269 
258.000000 -0.458396300 3.723352550 1.627181920 0.069485582 0.022875976 0.000325962 0.997320592 7.975980626 2.612679794 0.219630318 
259.000000 -0.412401150 3.734311760 1.649155620 0.068913065 0.021242136 0.001164845 0.997395813 7.911270258 2.419350716 0.301149694 
260.000000 -0.385974570 3.782546520 1.685265000 0.070409387 0.021171741 0.001730627 0.997291982 8.084576365 2.406276880 0.368926463 
261.000000 -0.345798690 3.853848870 1.729823500 0.073513135 0.020542588 0.002827709 0.997078657 8.443478858 2.323946849 0.496550018 
262.000000 -0.278987250 3.842887880 1.752907480 0.071916983 0.017853549 0.003357625 0.997245133 8.258895412 2.012973698 0.531163466 
263.000000 -0.232774620 3.945536610 1.809294670 0.076484814 0.016793512 0.003969112 0.996921420 8.784272222 1.884022441 0.600949344 
264.000000 -0.193122510 3.981495800 1.852891300 0.077249318 0.016282085 0.004820091 0.996867180 8.873254511 1.817581185 0.695109111 
265.000000 -0.148559490 3.997260030 1.891296360 0.077580579 0.015433806 0.004228531 0.996857643 8.909509329 1.725695312 0.620532652 
266.000000 -0.092989480 3.960433300 1.907186210 0.074403927 0.013470239 0.006272627 0.997117460 8.545679470 1.485812037 0.831875199 
267.000000 0.005475800 3.982042370 1.968235370 0.075644366 0.010332777 0.006477266 0.997060299 8.685283648 1.124494154 0.829813472 
268.000000 0.072069500 3.933357600 2.020540540 0.072379962 0.008584250 0.008353174 0.997305214 8.310152488 0.911787914 1.026007408 
269.000000 0.134482790 3.906294410 2.066498850 0.070676528 0.005940673 0.009336295 0.997437894 8.112061986 0.603403957 1.115364932 
270.000000 0.278217440 3.390665050 1.990204900 0.041145813 0.000236144 0.008465131 0.999117255 4.716354484 -0.012876557 0.970336104 
271.000000 0.343460550 3.264687960 2.065309730 0.034394238 -0.002258050 0.010026053 0.999355495 3.939311071 -0.298103626 1.139351463 
272.000000 0.379905810 3.282316920 2.129069860 0.035273936 -0.002517210 0.010155333 0.999322891 4.039842387 -0.329306356 1.152849552 
273.000000 0.434988810 3.241911230 2.218142900 0.033303436 -0.003870041 0.010847803 0.999378920 3.812059785 -0.484602769 1.227663252 
274.000000 0.467089150 3.200118240 2.292702940 0.031205054 -0.004417565 0.011597423 0.999435961 3.570421239 -0.547408937 1.312595405 
275.000000 0.509440820 3.216281830 2.393752490 0.032683846 -0.005601246 0.012172233 0.999375939 3.738062432 -0.687059972 1.373216519 
276.000000 0.514349940 3.251414000 2.478504030 0.034825359 -0.004487696 0.014154805 0.999283075 3.983958937 -0.570380310 1.603237984 
277.000000 0.583354790 3.151955310 2.559147180 0.028090181 -0.007485879 0.013623032 0.999484539 3.207624137 -0.901264661 1.536557725 
278.000000 0.618665370 2.868162390 2.664338350 0.009037943 -0.009145615 0.013206936 0.999830127 1.021884567 -1.061571007 1.504105276 
279.000000 0.620147850 2.795811890 2.652490440 0.001554756 -0.006355765 0.013968652 0.999881029 0.167981012 -0.730738857 1.599704720 
280.000000 0.694964680 2.821039260 2.727277280 0.000888913 -0.010172936 0.013934209 0.999850750 0.085620958 -1.167058719 1.596005668 
281.000000 0.761785510 2.859371300 2.816942630 0.000547913 -0.013666740 0.014039364 0.999807894 0.040802452 -1.566868945 1.608438031 
282.000000 0.804032160 2.871907350 2.863993350 -0.001928803 -0.015262999 0.015598379 0.999759972 -0.248369240 -1.745413378 1.791510017 
283.000000 0.777756720 2.942142780 2.925741970 0.000891513 -0.013538764 0.015981669 0.999780238 0.077371441 -1.552909886 1.830562343 
284.000000 0.880049910 3.091266450 2.991510630 0.006751141 -0.017889269 0.018079022 0.999653697 0.736792791 -2.063681916 2.058924564 
285.000000 0.916166160 3.098864850 3.023194970 0.003482970 -0.017586721 0.018959578 0.999659479 0.361001318 -2.022590780 2.166714623 
286.000000 0.943904740 3.245962860 3.063710330 0.010762324 -0.017352045 0.018683422 0.999616921 1.196472860 -2.011090873 2.120532465 
287.000000 1.131688210 3.431876600 3.128332500 0.022457391 -0.033096604 0.020953454 0.998980105 2.497747877 -3.845532057 2.319322274 
288.000000 1.190776300 3.494174480 3.136087950 0.022453394 -0.032018080 0.021378160 0.999006331 2.498037654 -3.722980623 2.370618640 
289.000000 1.279794280 3.665169780 3.177874390 0.031007536 -0.033745434 0.022163529 0.998703420 3.473236309 -3.943793183 2.423014237 
290.000000 1.537934390 3.700192270 3.166994750 0.026773227 -0.043112535 0.020899482 0.998492718 2.972767142 -5.003362059 2.268259001 
291.000000 1.607026010 3.793096240 3.202750380 0.030571640 -0.044657879 0.022239128 0.998286784 3.399385393 -5.193667471 2.398145563 
292.000000 1.765832900 3.861685100 3.212729390 0.031447891 -0.050549641 0.022195099 0.997979522 3.488256086 -5.871111365 2.369167303 
293.000000 1.843003480 3.950117530 3.225878480 0.035352726 -0.052344985 0.022705227 0.997744799 3.931032897 -6.088198130 2.398125701 
294.000000 2.017166610 3.985219000 3.234774770 0.035004020 -0.058608115 0.023107370 0.997399569 3.875801857 -6.807221161 2.423740595 
295.000000 2.116543050 4.078383450 3.264194730 0.039213266 -0.061476573 0.024022974 0.997048557 4.348977588 -7.150398184 2.488590213 
296.000000 2.256256340 4.164976780 3.297984300 0.042016901 -0.067302734 0.025023840 0.996533334 4.653557610 -7.830426938 2.558228070 
297.000000 2.354017050 4.274770920 3.309169710 0.047513381 -0.068710394 0.027038457 0.996137679 5.269561176 -8.016565432 2.740120405 
298.000000 1.935477700 3.860154450 2.995539010 0.016866418 -0.034931410 0.027378256 0.998872221 1.825856785 -4.054629220 3.075435748 
299.000000 2.052807210 3.861387670 2.968017460 0.014595705 -0.039017450 0.028749367 0.998718202 1.546854514 -4.518105140 3.236727756 
300.000000 2.188933640 4.034680430 2.993717490 0.024215907 -0.043492459 0.028609740 0.998350382 2.638994132 -5.061618597 3.166289982 
301.000000 2.267963290 4.054996670 3.037391600 0.023000687 -0.046239808 0.031008832 0.998183966 2.478273436 -5.378695617 3.442241927 
302.000000 2.388674470 4.095049500 3.027341370 0.023352498 -0.050466914 0.030983776 0.997971833 2.505295998 -5.864500281 3.428205334 
303.000000 2.463468910 4.141177540 3.054374750 0.024689756 -0.052720834 0.033215698 0.997751296 2.638236286 -6.133460109 3.672038390 
304.000000 2.572813630 4.203098420 3.081327080 0.026969813 -0.056218259 0.032907948 0.997511506 2.890866722 -6.542014601 3.613756345 
305.000000 2.659348250 4.172033370 3.112147150 0.022573855 -0.059485197 0.032551739 0.997442901 2.376155087 -6.899940536 3.595120667 
306.000000 2.753090560 4.323951010 3.168529570 0.029874565 -0.063930102 0.034549508 0.996908605 3.188175104 -7.442389919 3.762362528 
307.000000 2.849030790 4.528431300 3.212195340 0.041593570 -0.067705154 0.037572067 0.996129692 4.504018084 -7.932810281 4.007663886 
308.000000 2.875250880 4.529384670 3.231108490 0.039649162 -0.067661539 0.037271511 0.996223211 4.282095927 -7.918685134 3.988676387 
309.000000 3.004265430 4.510259630 3.252463340 0.035248060 -0.072454527 0.037997704 0.996024132 3.750993669 -8.453784370 4.092153729 
310.000000 3.064403830 4.645904900 3.360083400 0.044791762 -0.075684398 0.037249941 0.995428562 4.849817518 -8.859604512 3.910197903 
311.000000 3.030565080 4.646232430 3.336804510 0.041747551 -0.069666430 0.038194604 0.995964289 4.509979712 -8.161256947 4.070449668 
312.000000 3.050758540 4.639330510 3.347289260 0.039454795 -0.067301676 0.037929498 0.996230483 4.255677623 -7.879431780 4.067518958 
313.000000 3.101482090 4.725766180 3.369759620 0.042304374 -0.068477668 0.039726332 0.995963335 4.566024603 -8.034172172 4.247506375 
314.000000 3.221555950 4.786813860 3.427455430 0.043846074 -0.073641688 0.039516963 0.995536447 4.727342688 -8.632217481 4.189237956 
315.000000 3.299468460 4.840547740 3.472182150 0.045530409 -0.075983733 0.040200617 0.995257437 4.907795110 -8.911428789 4.243420257 
316.000000 3.387113210 4.857968690 3.510515090 0.043982197 -0.079604559 0.040451422 0.995033860 4.713448379 -9.321652223 4.271475411 
317.000000 3.480949400 4.886004330 3.581430020 0.044073179 -0.083584480 0.040316235 0.994708896 4.711214754 -9.778410720 4.238708889 
318.000000 3.547829690 4.869308470 3.625451920 0.040891364 -0.085689053 0.041038383 0.994636178 4.327630461 -10.009711425 4.346165242 
319.000000 3.632791940 4.927949910 3.652141690 0.042569593 -0.088535652 0.042122431 0.994271100 4.500586770 -10.348974443 4.444012870 
320.000000 3.730646070 4.954609270 3.716073630 0.042099304 -0.093087360 0.042576134 0.993855953 4.424149270 -10.872009446 4.484809342 
321.000000 3.822521870 5.012699370 3.774760660 0.044172306 -0.097746491 0.042982019 0.993301034 4.643317145 -11.418895820 4.491012895 
322.000000 3.877343540 5.049603580 3.810247480 0.044729274 -0.098968461 0.042851172 0.993160784 4.705213755 -11.561320913 4.464533631 
323.000000 3.782702980 4.992072280 3.707962630 0.038477283 -0.089799456 0.045230728 0.994188011 3.987905199 -10.488361007 4.843592064 
324.000000 3.857145910 5.009014010 3.738439380 0.037556291 -0.092021577 0.049209312 0.993830979 3.828217119 -10.754664833 5.308866496 
325.000000 3.923325540 5.026394130 3.751524980 0.036312833 -0.093303658 0.049966779 0.993719876 3.669417648 -10.898180360 5.406955263 
326.000000 3.970464770 5.049409270 3.787437080 0.037098579 -0.094619527 0.051120166 0.993507683 3.741382562 -11.058049360 5.528729745 
327.000000 4.060744050 5.042457580 3.826017380 0.035495214 -0.098192073 0.050504368 0.993251085 3.544579712 -11.457680436 5.465973887 
328.000000 4.061702190 5.153169630 3.851714430 0.042242084 -0.096696682 0.052374370 0.993036866 4.314631708 -11.330700758 5.609926752 
329.000000 4.201688770 5.127853160 3.883683380 0.038146939 -0.103346162 0.051293232 0.992589235 3.818633625 -12.068087980 5.512596189 
330.000000 4.227069320 5.196733470 3.902534840 0.041268919 -0.103458405 0.052107409 0.992410243 4.171730889 -12.101677290 5.568812121 
331.000000 4.255072770 5.249758960 3.919752840 0.042636532 -0.103528291 0.051018372 0.992401719 4.344190996 -12.112612396 5.424726892 
332.000000 4.266667070 5.277070400 3.946931660 0.043362346 -0.103738107 0.051740896 0.992310941 4.418846816 -12.143926347 5.499323978 
333.000000 4.339038430 5.318830610 3.968716560 0.044985995 -0.107624471 0.052821327 0.991767704 4.576183724 -12.605057260 5.591674621 
334.000000 4.122648840 5.237171050 3.900136350 0.037632789 -0.092501700 0.053497095 0.993561924 3.787702472 -10.826686919 5.805023517 
335.000000 4.096871020 5.307143930 3.901924190 0.040367994 -0.090151824 0.055230826 0.993575692 4.098655450 -10.579778632 5.983707991 
336.000000 4.108214970 5.355512500 3.911140860 0.042310763 -0.090283856 0.055053208 0.993492723 4.325265164 -10.605831421 5.941812375 
337.000000 4.143607320 5.431348680 3.940440120 0.046014201 -0.092710473 0.055903338 0.993057013 4.733165442 -10.910668134 5.991754228 
338.000000 4.114444550 5.459213260 3.940863010 0.046209596 -0.090194881 0.056271970 0.993258774 4.765018269 -10.624656631 6.041799920 
339.000000 4.114575980 5.488322970 3.948564830 0.046160478 -0.089065015 0.055816896 0.993388712 4.770135094 -10.492418972 5.993703539 
